"continent_level","date","cases","new_cases","deaths","new_deaths","days_since_death10","days_since_case100","continent"
"South America",2020-04-08,35244,5044,1390,218,21,29,"South America"
"South America",2020-04-09,39365,4121,1604,214,22,30,"South America"
"South America",2020-04-10,44733,5368,1798,194,23,31,"South America"
"South America",2020-04-11,47575,2842,1925,127,24,32,"South America"
"South America",2020-04-12,50458,2897,2081,156,25,33,"South America"
"South America",2020-04-13,54529,4071,2247,166,26,34,"South America"
"South America",2020-04-14,57583,3054,2511,264,27,35,"South America"
"South America",2020-04-15,62786,5203,2774,263,28,36,"South America"
"South America",2020-04-16,67138,4352,3027,253,29,37,"South America"
"South America",2020-04-17,72424,5286,3318,291,30,38,"South America"
"South America",2020-04-18,77530,5106,3630,312,31,39,"South America"
"South America",2020-04-19,82043,4513,3847,217,32,40,"South America"
"South America",2020-04-20,86259,4216,4071,224,33,41,"South America"
"South America",2020-04-21,91028,4769,4306,235,34,42,"South America"
"South America",2020-04-22,96383,5355,4567,261,35,43,"South America"
"South America",2020-04-23,103805,7422,5093,526,36,44,"South America"
"South America",2020-04-24,121198,17393,5572,479,37,45,"South America"
"South America",2020-04-25,131250,10052,6019,447,38,46,"South America"
"South America",2020-04-26,138131,6881,6308,289,39,47,"South America"
"South America",2020-04-27,145073,6942,6792,484,40,48,"South America"
"South America",2020-04-28,155415,10342,7587,795,41,49,"South America"
"South America",2020-04-29,166066,10651,8149,562,42,50,"South America"
"South America",2020-04-30,178499,12433,8807,658,43,51,"South America"
"South America",2020-05-01,190180,11681,9485,684,44,52,"South America"
"South America",2020-05-02,200187,10007,10253,768,45,53,"South America"
